Record Length,Analog:10000000
Sample Rate,5000000.0
Vertical Scale,CH1:+1.000000E+001
Vertical Offset,CH1:-4.066666E+001
Horizontal Scale,+2.000000E-001
Second,Volt,
-1.752054E-001,+3.749975E-001,
-1.752052E-001,+3.541641E-001,
-1.752050E-001,+4.166641E-001,
-1.752048E-001,+4.374975E-001,
-1.752046E-001,+4.583308E-001,
-1.752044E-001,+3.958308E-001,
-1.752042E-001,+4.583308E-001,
-1.752040E-001,+4.583308E-001,
-1.752038E-001,+4.583308E-001,
-1.752036E-001,+4.374975E-001,
-1.752034E-001,+4.791641E-001,
-1.752032E-001,+3.958308E-001,
-1.752030E-001,+4.374975E-001,
-1.752028E-001,+4.166641E-001,
-1.752026E-001,+4.583308E-001,
-1.752024E-001,+4.374975E-001,
-1.752022E-001,+4.583308E-001,
-1.752020E-001,+4.583308E-001,
-1.752018E-001,+4.166641E-001,
-1.752016E-001,+4.374975E-001,
-1.752014E-001,+4.791641E-001,
-1.752012E-001,+4.374975E-001,
-1.752010E-001,+4.791641E-001,
-1.752008E-001,+3.958308E-001,
-1.752006E-001,+4.583308E-001,
-1.752004E-001,+4.791641E-001,
-1.752002E-001,+4.583308E-001,
-1.752000E-001,+4.374975E-001,
-1.751998E-001,+3.958308E-001,
-1.751996E-001,+4.374975E-001,
-1.751994E-001,+4.166641E-001,
-1.751992E-001,+4.583308E-001,
-1.751990E-001,+4.166641E-001,
-1.751988E-001,+3.958308E-001,
-1.751986E-001,+3.958308E-001,
-1.751984E-001,+4.166641E-001,
-1.751982E-001,+4.583308E-001,
-1.751980E-001,+4.374975E-001,
-1.751978E-001,+4.374975E-001,
-1.751976E-001,+4.583308E-001,
-1.751974E-001,+4.374975E-001,
-1.751972E-001,+4.374975E-001,
-1.751970E-001,+4.374975E-001,
-1.751968E-001,+4.791641E-001,
-1.751966E-001,+4.999975E-001,
-1.751964E-001,+3.958308E-001,
-1.751962E-001,+4.791641E-001,
-1.751960E-001,+4.374975E-001,
-1.751958E-001,+4.166641E-001,
-1.751956E-001,+4.583308E-001,
-1.751954E-001,+4.374975E-001,
-1.751952E-001,+4.374975E-001,
-1.751950E-001,+4.166641E-001,
-1.751948E-001,+4.791641E-001,
-1.751946E-001,+3.958308E-001,
-1.751944E-001,+3.958308E-001,
-1.751942E-001,+4.166641E-001,
-1.751940E-001,+4.166641E-001,
-1.751938E-001,+4.374975E-001,
-1.751936E-001,+4.791641E-001,
-1.751934E-001,+4.166641E-001,
-1.751932E-001,+4.374975E-001,
-1.751930E-001,+4.374975E-001,
-1.751928E-001,+4.374975E-001,
-1.751926E-001,+4.166641E-001,
-1.751924E-001,+4.374975E-001,
-1.751922E-001,+4.166641E-001,
-1.751920E-001,+4.583308E-001,
-1.751918E-001,+4.374975E-001,
-1.751916E-001,+4.583308E-001,
-1.751914E-001,+4.583308E-001,
-1.751912E-001,+4.583308E-001,
-1.751910E-001,+4.166641E-001,
-1.751908E-001,+3.958308E-001,
-1.751906E-001,+4.791641E-001,
-1.751904E-001,+3.958308E-001,
-1.751902E-001,+4.374975E-001,
-1.751900E-001,+3.958308E-001,
-1.751898E-001,+4.791641E-001,
-1.751896E-001,+4.166641E-001,
-1.751894E-001,+4.374975E-001,
-1.751892E-001,+4.166641E-001,
-1.751890E-001,+4.374975E-001,
-1.751888E-001,+4.583308E-001,
-1.751886E-001,+4.374975E-001,
-1.751884E-001,+4.374975E-001,
-1.751882E-001,+4.374975E-001,
-1.751880E-001,+4.374975E-001,
-1.751878E-001,+4.374975E-001,
-1.751876E-001,+4.374975E-001,
-1.751874E-001,+3.958308E-001,
-1.751872E-001,+4.791641E-001,
-1.751870E-001,+4.166641E-001,
-1.751868E-001,+4.374975E-001,
-1.751866E-001,+4.166641E-001,
-1.751864E-001,+4.583308E-001,
-1.751862E-001,+4.166641E-001,
-1.751860E-001,+4.166641E-001,
-1.751858E-001,+4.791641E-001,
-1.751856E-001,+3.958308E-001,
-1.751854E-001,+4.791641E-001,
-1.751852E-001,+4.583308E-001,
-1.751850E-001,+4.166641E-001,
-1.751848E-001,+4.583308E-001,
-1.751846E-001,+4.374975E-001,
-1.751844E-001,+4.166641E-001,
-1.751842E-001,+4.166641E-001,
-1.751840E-001,+4.166641E-001,
-1.751838E-001,+4.374975E-001,
-1.751836E-001,+4.166641E-001,
-1.751834E-001,+4.374975E-001,
-1.751832E-001,+4.166641E-001,
-1.751830E-001,+3.958308E-001,
-1.751828E-001,+4.374975E-001,
-1.751826E-001,+4.166641E-001,
-1.751824E-001,+4.374975E-001,
-1.751822E-001,+4.374975E-001,
-1.751820E-001,+4.374975E-001,
-1.751818E-001,+4.166641E-001,
-1.751816E-001,+4.999975E-001,
-1.751814E-001,+4.374975E-001,
-1.751812E-001,+3.958308E-001,
-1.751810E-001,+4.791641E-001,
-1.751808E-001,+3.958308E-001,
-1.751806E-001,+3.958308E-001,
-1.751804E-001,+4.374975E-001,
-1.751802E-001,+4.374975E-001,
-1.751800E-001,+4.166641E-001,
-1.751798E-001,+3.749975E-001,
-1.751796E-001,+4.374975E-001,
-1.751794E-001,+4.166641E-001,
-1.751792E-001,+4.166641E-001,
-1.751790E-001,+4.166641E-001,
-1.751788E-001,+4.166641E-001,
-1.751786E-001,+4.166641E-001,
-1.751784E-001,+4.166641E-001,
-1.751782E-001,+4.374975E-001,
-1.751780E-001,+4.166641E-001,
-1.751778E-001,+4.583308E-001,
-1.751776E-001,+4.999975E-001,
-1.751774E-001,+4.166641E-001,
-1.751772E-001,+4.583308E-001,
-1.751770E-001,+3.958308E-001,
-1.751768E-001,+4.583308E-001,
-1.751766E-001,+4.583308E-001,
-1.751764E-001,+4.374975E-001,
-1.751762E-001,+4.999975E-001,
-1.751760E-001,+4.166641E-001,
-1.751758E-001,+4.166641E-001,
-1.751756E-001,+3.958308E-001,
-1.751754E-001,+4.166641E-001,
-1.751752E-001,+4.374975E-001,
-1.751750E-001,+4.166641E-001,
-1.751748E-001,+3.749975E-001,
-1.751746E-001,+4.166641E-001,
-1.751744E-001,+4.583308E-001,
-1.751742E-001,+3.958308E-001,
-1.751740E-001,+3.958308E-001,
-1.751738E-001,+4.583308E-001,
-1.751736E-001,+4.374975E-001,
-1.751734E-001,+4.166641E-001,
-1.751732E-001,+4.374975E-001,
-1.751730E-001,+4.166641E-001,
-1.751728E-001,+4.374975E-001,
-1.751726E-001,+3.958308E-001,
-1.751724E-001,+4.583308E-001,
-1.751722E-001,+4.166641E-001,
-1.751720E-001,+4.791641E-001,
-1.751718E-001,+4.583308E-001,
-1.751716E-001,+4.166641E-001,
-1.751714E-001,+4.374975E-001,
-1.751712E-001,+4.583308E-001,
-1.751710E-001,+4.166641E-001,
-1.751708E-001,+4.374975E-001,
-1.751706E-001,+4.166641E-001,
-1.751704E-001,+3.958308E-001,
-1.751702E-001,+4.166641E-001,
-1.751700E-001,+4.374975E-001,
-1.751698E-001,+4.374975E-001,
-1.751696E-001,+4.374975E-001,
-1.751694E-001,+4.374975E-001,
-1.751692E-001,+4.791641E-001,
-1.751690E-001,+4.374975E-001,
-1.751688E-001,+4.999975E-001,
-1.751686E-001,+4.166641E-001,
-1.751684E-001,+4.166641E-001,
-1.751682E-001,+4.374975E-001,
-1.751680E-001,+4.583308E-001,
-1.751678E-001,+3.958308E-001,
-1.751676E-001,+4.166641E-001,
-1.751674E-001,+3.749975E-001,
-1.751672E-001,+3.958308E-001,
-1.751670E-001,+4.374975E-001,
-1.751668E-001,+3.958308E-001,
-1.751666E-001,+4.374975E-001,
-1.751664E-001,+4.166641E-001,
-1.751662E-001,+4.583308E-001,
-1.751660E-001,+4.166641E-001,
-1.751658E-001,+4.791641E-001,
-1.751656E-001,+4.374975E-001,
-1.751654E-001,+4.166641E-001,
-1.751652E-001,+4.583308E-001,
-1.751650E-001,+4.166641E-001,
-1.751648E-001,+4.374975E-001,
-1.751646E-001,+4.374975E-001,
-1.751644E-001,+3.958308E-001,
-1.751642E-001,+4.166641E-001,
-1.751640E-001,+4.791641E-001,
-1.751638E-001,+4.583308E-001,
-1.751636E-001,+4.583308E-001,
-1.751634E-001,+4.583308E-001,
-1.751632E-001,+4.583308E-001,
-1.751630E-001,+3.958308E-001,
-1.751628E-001,+4.166641E-001,
-1.751626E-001,+4.374975E-001,
-1.751624E-001,+4.583308E-001,
-1.751622E-001,+4.374975E-001,
-1.751620E-001,+4.374975E-001,
-1.751618E-001,+4.583308E-001,
-1.751616E-001,+3.958308E-001,
-1.751614E-001,+4.166641E-001,
-1.751612E-001,+4.583308E-001,
-1.751610E-001,+4.166641E-001,
-1.751608E-001,+4.374975E-001,
-1.751606E-001,+4.166641E-001,
-1.751604E-001,+4.374975E-001,
-1.751602E-001,+4.374975E-001,
-1.751600E-001,+3.958308E-001,
-1.751598E-001,+4.166641E-001,
-1.751596E-001,+4.583308E-001,
-1.751594E-001,+4.374975E-001,
-1.751592E-001,+4.583308E-001,
-1.751590E-001,+4.374975E-001,
-1.751588E-001,+3.958308E-001,
-1.751586E-001,+4.583308E-001,
-1.751584E-001,+4.166641E-001,
-1.751582E-001,+4.374975E-001,
-1.751580E-001,+4.583308E-001,
-1.751578E-001,+4.374975E-001,
-1.751576E-001,+3.749975E-001,
-1.751574E-001,+4.166641E-001,
-1.751572E-001,+4.166641E-001,
-1.751570E-001,+4.166641E-001,
-1.751568E-001,+4.374975E-001,
-1.751566E-001,+4.166641E-001,
-1.751564E-001,+4.374975E-001,
-1.751562E-001,+4.583308E-001,
-1.751560E-001,+4.583308E-001,
-1.751558E-001,+4.583308E-001,
-1.751556E-001,+4.791641E-001,
-1.751554E-001,+4.166641E-001,
-1.751552E-001,+4.374975E-001,
-1.751550E-001,+4.374975E-001,
-1.751548E-001,+4.583308E-001,
-1.751546E-001,+4.583308E-001,
-1.751544E-001,+4.791641E-001,
-1.751542E-001,+4.374975E-001,
-1.751540E-001,+4.166641E-001,
-1.751538E-001,+4.166641E-001,
-1.751536E-001,+4.374975E-001,
-1.751534E-001,+3.958308E-001,
-1.751532E-001,+4.583308E-001,
-1.751530E-001,+4.374975E-001,
-1.751528E-001,+4.791641E-001,
-1.751526E-001,+4.583308E-001,
-1.751524E-001,+4.374975E-001,
-1.751522E-001,+4.999975E-001,
-1.751520E-001,+4.166641E-001,
-1.751518E-001,+3.958308E-001,
-1.751516E-001,+4.374975E-001,
-1.751514E-001,+4.166641E-001,
-1.751512E-001,+4.583308E-001,
-1.751510E-001,+3.958308E-001,
-1.751508E-001,+4.583308E-001,
-1.751506E-001,+4.374975E-001,
-1.751504E-001,+4.166641E-001,
-1.751502E-001,+4.166641E-001,
-1.751500E-001,+4.374975E-001,
-1.751498E-001,+3.958308E-001,
-1.751496E-001,+4.583308E-001,
-1.751494E-001,+4.374975E-001,
-1.751492E-001,+4.374975E-001,
-1.751490E-001,+3.958308E-001,
-1.751488E-001,+4.166641E-001,
-1.751486E-001,+4.166641E-001,
-1.751484E-001,+4.374975E-001,
-1.751482E-001,+4.583308E-001,
-1.751480E-001,+4.166641E-001,
-1.751478E-001,+4.374975E-001,
-1.751476E-001,+4.166641E-001,
-1.751474E-001,+4.374975E-001,
-1.751472E-001,+4.166641E-001,
-1.751470E-001,+4.374975E-001,
-1.751468E-001,+4.374975E-001,
-1.751466E-001,+4.791641E-001,
-1.751464E-001,+4.583308E-001,
-1.751462E-001,+4.999975E-001,
-1.751460E-001,+3.958308E-001,
-1.751458E-001,+4.583308E-001,
-1.751456E-001,+4.791641E-001,
-1.751454E-001,+4.583308E-001,
-1.751452E-001,+4.791641E-001,
-1.751450E-001,+3.541641E-001,
-1.751448E-001,+4.374975E-001,
-1.751446E-001,+3.958308E-001,
-1.751444E-001,+3.958308E-001,
-1.751442E-001,+4.583308E-001,
-1.751440E-001,+4.583308E-001,
-1.751438E-001,+3.749975E-001,
-1.751436E-001,+3.958308E-001,
-1.751434E-001,+3.958308E-001,
-1.751432E-001,+4.374975E-001,
-1.751430E-001,+4.374975E-001,
-1.751428E-001,+4.374975E-001,
-1.751426E-001,+4.374975E-001,
-1.751424E-001,+4.374975E-001,
-1.751422E-001,+4.583308E-001,
-1.751420E-001,+4.583308E-001,
-1.751418E-001,+4.583308E-001,
-1.751416E-001,+4.791641E-001,
-1.751414E-001,+3.958308E-001,
-1.751412E-001,+4.166641E-001,
-1.751410E-001,+4.791641E-001,
-1.751408E-001,+4.166641E-001,
-1.751406E-001,+4.374975E-001,
-1.751404E-001,+4.374975E-001,
-1.751402E-001,+4.374975E-001,
-1.751400E-001,+4.374975E-001,
-1.751398E-001,+4.791641E-001,
-1.751396E-001,+4.374975E-001,
-1.751394E-001,+4.583308E-001,
-1.751392E-001,+4.166641E-001,
-1.751390E-001,+3.749975E-001,
-1.751388E-001,+3.958308E-001,
-1.751386E-001,+4.166641E-001,
-1.751384E-001,+4.583308E-001,
-1.751382E-001,+4.374975E-001,
-1.751380E-001,+4.166641E-001,
-1.751378E-001,+4.583308E-001,
-1.751376E-001,+3.958308E-001,
-1.751374E-001,+4.166641E-001,
-1.751372E-001,+4.374975E-001,
-1.751370E-001,+4.166641E-001,
-1.751368E-001,+4.374975E-001,
-1.751366E-001,+4.374975E-001,
-1.751364E-001,+4.166641E-001,
-1.751362E-001,+3.749975E-001,
-1.751360E-001,+4.791641E-001,
-1.751358E-001,+4.374975E-001,
-1.751356E-001,+4.374975E-001,
-1.751354E-001,+4.374975E-001,
-1.751352E-001,+4.374975E-001,
-1.751350E-001,+4.374975E-001,
-1.751348E-001,+4.791641E-001,
-1.751346E-001,+4.374975E-001,
-1.751344E-001,+4.583308E-001,
-1.751342E-001,+4.374975E-001,
-1.751340E-001,+4.374975E-001,
-1.751338E-001,+4.166641E-001,
-1.751336E-001,+4.166641E-001,
-1.751334E-001,+4.374975E-001,
-1.751332E-001,+4.374975E-001,
-1.751330E-001,+4.583308E-001,
-1.751328E-001,+4.583308E-001,
-1.751326E-001,+4.166641E-001,
-1.751324E-001,+4.583308E-001,
-1.751322E-001,+4.583308E-001,
-1.751320E-001,+4.166641E-001,
-1.751318E-001,+3.958308E-001,
-1.751316E-001,+4.374975E-001,
-1.751314E-001,+4.374975E-001,
-1.751312E-001,+4.166641E-001,
-1.751310E-001,+4.374975E-001,
-1.751308E-001,+4.583308E-001,
-1.751306E-001,+4.166641E-001,
-1.751304E-001,+4.583308E-001,
-1.751302E-001,+4.166641E-001,
-1.751300E-001,+4.166641E-001,
-1.751298E-001,+4.166641E-001,
-1.751296E-001,+4.166641E-001,
-1.751294E-001,+4.791641E-001,
-1.751292E-001,+4.791641E-001,
-1.751290E-001,+4.374975E-001,
-1.751288E-001,+4.583308E-001,
-1.751286E-001,+4.791641E-001,
-1.751284E-001,+4.374975E-001,
-1.751282E-001,+4.791641E-001,
-1.751280E-001,+4.374975E-001,
-1.751278E-001,+4.374975E-001,
-1.751276E-001,+4.791641E-001,
-1.751274E-001,+4.791641E-001,
-1.751272E-001,+4.166641E-001,
-1.751270E-001,+4.374975E-001,
-1.751268E-001,+4.166641E-001,
-1.751266E-001,+3.749975E-001,
-1.751264E-001,+4.166641E-001,
-1.751262E-001,+4.999975E-001,
-1.751260E-001,+4.791641E-001,
-1.751258E-001,+4.583308E-001,
-1.751256E-001,+4.583308E-001,
-1.751254E-001,+4.166641E-001,
-1.751252E-001,+4.374975E-001,
-1.751250E-001,+4.583308E-001,
-1.751248E-001,+4.166641E-001,
-1.751246E-001,+4.374975E-001,
-1.751244E-001,+4.166641E-001,
-1.751242E-001,+4.166641E-001,
-1.751240E-001,+4.166641E-001,
-1.751238E-001,+4.583308E-001,
-1.751236E-001,+3.958308E-001,
-1.751234E-001,+4.999975E-001,
-1.751232E-001,+5.416641E-001,
-1.751230E-001,+4.166641E-001,
-1.751228E-001,+4.374975E-001,
-1.751226E-001,+4.374975E-001,
-1.751224E-001,+4.583308E-001,
-1.751222E-001,+5.208308E-001,
-1.751220E-001,+4.166641E-001,
-1.751218E-001,+4.166641E-001,
-1.751216E-001,+4.583308E-001,
-1.751214E-001,+4.791641E-001,
-1.751212E-001,+4.374975E-001,
-1.751210E-001,+4.583308E-001,
-1.751208E-001,+4.791641E-001,
-1.751206E-001,+4.374975E-001,
-1.751204E-001,+4.583308E-001,
-1.751202E-001,+4.583308E-001,
-1.751200E-001,+4.791641E-001,
-1.751198E-001,+4.374975E-001,
-1.751196E-001,+4.791641E-001,
-1.751194E-001,+4.374975E-001,
-1.751192E-001,+4.791641E-001,
-1.751190E-001,+4.791641E-001,
-1.751188E-001,+3.541641E-001,
-1.751186E-001,+4.583308E-001,
-1.751184E-001,+4.999975E-001,
-1.751182E-001,+4.791641E-001,
-1.751180E-001,+3.958308E-001,
-1.751178E-001,+4.166641E-001,
-1.751176E-001,+4.374975E-001,
-1.751174E-001,+4.583308E-001,
-1.751172E-001,+3.749975E-001,
-1.751170E-001,+4.374975E-001,
-1.751168E-001,+4.583308E-001,
-1.751166E-001,+4.374975E-001,
-1.751164E-001,+4.583308E-001,
-1.751162E-001,+4.583308E-001,
-1.751160E-001,+4.166641E-001,
-1.751158E-001,+4.374975E-001,
-1.751156E-001,+4.583308E-001,
-1.751154E-001,+4.166641E-001,
-1.751152E-001,+4.374975E-001,
-1.751150E-001,+4.583308E-001,
-1.751148E-001,+4.374975E-001,
-1.751146E-001,+4.374975E-001,
-1.751144E-001,+4.791641E-001,
-1.751142E-001,+4.583308E-001,
-1.751140E-001,+4.583308E-001,
-1.751138E-001,+3.958308E-001,
-1.751136E-001,+4.583308E-001,
-1.751134E-001,+4.166641E-001,
-1.751132E-001,+3.958308E-001,
-1.751130E-001,+4.374975E-001,
-1.751128E-001,+4.583308E-001,
-1.751126E-001,+4.999975E-001,
-1.751124E-001,+4.166641E-001,
-1.751122E-001,+4.583308E-001,
-1.751120E-001,+3.958308E-001,
-1.751118E-001,+4.583308E-001,
-1.751116E-001,+4.374975E-001,
-1.751114E-001,+4.166641E-001,
-1.751112E-001,+4.791641E-001,
-1.751110E-001,+4.166641E-001,
-1.751108E-001,+4.166641E-001,
-1.751106E-001,+4.583308E-001,
-1.751104E-001,+3.958308E-001,
-1.751102E-001,+4.791641E-001,
-1.751100E-001,+3.958308E-001,
-1.751098E-001,+4.166641E-001,
-1.751096E-001,+3.958308E-001,
-1.751094E-001,+4.374975E-001,
-1.751092E-001,+4.166641E-001,
-1.751090E-001,+4.166641E-001,
-1.751088E-001,+3.749975E-001,
-1.751086E-001,+4.791641E-001,
-1.751084E-001,+4.374975E-001,
-1.751082E-001,+4.583308E-001,
-1.751080E-001,+4.166641E-001,
-1.751078E-001,+4.583308E-001,
-1.751076E-001,+4.374975E-001,
-1.751074E-001,+4.583308E-001,
-1.751072E-001,+4.791641E-001,
-1.751070E-001,+4.374975E-001,
-1.751068E-001,+4.583308E-001,
-1.751066E-001,+5.208308E-001,
-1.751064E-001,+3.958308E-001,
-1.751062E-001,+4.791641E-001,
-1.751060E-001,+4.583308E-001,
-1.751058E-001,+4.791641E-001,
-1.751056E-001,+4.791641E-001,
-1.751054E-001,+4.791641E-001,
-1.751052E-001,+4.374975E-001,
-1.751050E-001,+3.958308E-001,
-1.751048E-001,+4.374975E-001,
-1.751046E-001,+4.999975E-001,
-1.751044E-001,+4.374975E-001,
-1.751042E-001,+4.166641E-001,
-1.751040E-001,+4.999975E-001,
-1.751038E-001,+4.166641E-001,
-1.751036E-001,+4.791641E-001,
-1.751034E-001,+4.374975E-001,
-1.751032E-001,+4.583308E-001,
-1.751030E-001,+4.791641E-001,
-1.751028E-001,+4.374975E-001,
-1.751026E-001,+3.749975E-001,
-1.751024E-001,+4.374975E-001,
-1.751022E-001,+4.791641E-001,
-1.751020E-001,+4.583308E-001,
-1.751018E-001,+4.791641E-001,
-1.751016E-001,+4.374975E-001,
-1.751014E-001,+4.583308E-001,
-1.751012E-001,+4.583308E-001,
-1.751010E-001,+3.958308E-001,
-1.751008E-001,+4.374975E-001,
-1.751006E-001,+4.166641E-001,
-1.751004E-001,+3.958308E-001,
-1.751002E-001,+4.374975E-001,
-1.751000E-001,+4.166641E-001,
-1.750998E-001,+4.791641E-001,
-1.750996E-001,+4.791641E-001,
-1.750994E-001,+4.999975E-001,
-1.750992E-001,+4.374975E-001,
-1.750990E-001,+4.583308E-001,
-1.750988E-001,+4.583308E-001,
-1.750986E-001,+3.958308E-001,
-1.750984E-001,+4.791641E-001,
-1.750982E-001,+4.374975E-001,
-1.750980E-001,+4.374975E-001,
-1.750978E-001,+4.374975E-001,
-1.750976E-001,+4.166641E-001,
-1.750974E-001,+4.791641E-001,
-1.750972E-001,+4.166641E-001,
-1.750970E-001,+4.374975E-001,
-1.750968E-001,+4.791641E-001,
-1.750966E-001,+3.958308E-001,
-1.750964E-001,+4.166641E-001,
-1.750962E-001,+4.583308E-001,
-1.750960E-001,+4.583308E-001,
-1.750958E-001,+4.583308E-001,
-1.750956E-001,+4.166641E-001,
-1.750954E-001,+4.374975E-001,
-1.750952E-001,+4.583308E-001,
-1.750950E-001,+4.583308E-001,
-1.750948E-001,+4.166641E-001,
-1.750946E-001,+3.958308E-001,
-1.750944E-001,+4.583308E-001,
-1.750942E-001,+4.166641E-001,
-1.750940E-001,+4.583308E-001,
-1.750938E-001,+4.166641E-001,
-1.750936E-001,+3.958308E-001,
-1.750934E-001,+4.583308E-001,
-1.750932E-001,+4.374975E-001,
-1.750930E-001,+4.374975E-001,
-1.750928E-001,+3.958308E-001,
-1.750926E-001,+4.583308E-001,
-1.750924E-001,+4.374975E-001,
-1.750922E-001,+4.374975E-001,
-1.750920E-001,+4.791641E-001,
-1.750918E-001,+4.166641E-001,
-1.750916E-001,+4.166641E-001,
-1.750914E-001,+4.374975E-001,
-1.750912E-001,+4.791641E-001,
-1.750910E-001,+4.583308E-001,
-1.750908E-001,+4.791641E-001,
-1.750906E-001,+4.166641E-001,
-1.750904E-001,+4.374975E-001,
-1.750902E-001,+4.166641E-001,
-1.750900E-001,+4.374975E-001,
-1.750898E-001,+4.791641E-001,
-1.750896E-001,+4.374975E-001,
-1.750894E-001,+4.583308E-001,
-1.750892E-001,+4.374975E-001,
-1.750890E-001,+4.374975E-001,
-1.750888E-001,+4.166641E-001,
-1.750886E-001,+3.958308E-001,
-1.750884E-001,+4.791641E-001,
-1.750882E-001,+4.999975E-001,
-1.750880E-001,+4.374975E-001,
-1.750878E-001,+4.374975E-001,
-1.750876E-001,+4.374975E-001,
-1.750874E-001,+3.958308E-001,
-1.750872E-001,+4.791641E-001,
-1.750870E-001,+4.166641E-001,
-1.750868E-001,+4.374975E-001,
-1.750866E-001,+4.374975E-001,
-1.750864E-001,+4.374975E-001,
-1.750862E-001,+4.791641E-001,
-1.750860E-001,+4.999975E-001,
-1.750858E-001,+4.999975E-001,
-1.750856E-001,+4.374975E-001,
-1.750854E-001,+4.583308E-001,
-1.750852E-001,+4.166641E-001,
-1.750850E-001,+4.166641E-001,
-1.750848E-001,+4.374975E-001,
-1.750846E-001,+4.374975E-001,
-1.750844E-001,+4.791641E-001,
-1.750842E-001,+4.374975E-001,
-1.750840E-001,+3.958308E-001,
-1.750838E-001,+4.583308E-001,
-1.750836E-001,+4.374975E-001,
-1.750834E-001,+4.374975E-001,
-1.750832E-001,+4.791641E-001,
-1.750830E-001,+4.374975E-001,
-1.750828E-001,+4.166641E-001,
-1.750826E-001,+4.583308E-001,
-1.750824E-001,+4.583308E-001,
-1.750822E-001,+4.583308E-001,
-1.750820E-001,+4.166641E-001,
-1.750818E-001,+4.583308E-001,
-1.750816E-001,+4.374975E-001,
-1.750814E-001,+4.374975E-001,
-1.750812E-001,+4.166641E-001,
-1.750810E-001,+4.374975E-001,
-1.750808E-001,+4.166641E-001,
-1.750806E-001,+4.583308E-001,
-1.750804E-001,+3.958308E-001,
-1.750802E-001,+4.374975E-001,
-1.750800E-001,+4.374975E-001,
-1.750798E-001,+4.374975E-001,
-1.750796E-001,+4.166641E-001,
-1.750794E-001,+4.166641E-001,
-1.750792E-001,+4.791641E-001,
-1.750790E-001,+4.999975E-001,
-1.750788E-001,+3.749975E-001,
-1.750786E-001,+4.374975E-001,
-1.750784E-001,+4.374975E-001,
-1.750782E-001,+4.583308E-001,
-1.750780E-001,+4.583308E-001,
-1.750778E-001,+3.958308E-001,
-1.750776E-001,+3.958308E-001,
-1.750774E-001,+4.583308E-001,
-1.750772E-001,+4.166641E-001,
-1.750770E-001,+4.583308E-001,
-1.750768E-001,+4.583308E-001,
-1.750766E-001,+4.583308E-001,
-1.750764E-001,+4.791641E-001,
-1.750762E-001,+4.374975E-001,
-1.750760E-001,+4.374975E-001,
-1.750758E-001,+4.166641E-001,
-1.750756E-001,+4.166641E-001,
-1.750754E-001,+4.374975E-001,
-1.750752E-001,+4.583308E-001,
-1.750750E-001,+3.958308E-001,
-1.750748E-001,+4.791641E-001,
-1.750746E-001,+3.958308E-001,
-1.750744E-001,+3.749975E-001,
-1.750742E-001,+4.791641E-001,
-1.750740E-001,+4.166641E-001,
-1.750738E-001,+4.374975E-001,
-1.750736E-001,+4.791641E-001,
-1.750734E-001,+4.583308E-001,
-1.750732E-001,+3.958308E-001,
-1.750730E-001,+4.999975E-001,
-1.750728E-001,+4.583308E-001,
-1.750726E-001,+4.374975E-001,
-1.750724E-001,+4.166641E-001,
-1.750722E-001,+4.166641E-001,
-1.750720E-001,+4.374975E-001,
-1.750718E-001,+4.374975E-001,
-1.750716E-001,+4.583308E-001,
-1.750714E-001,+4.166641E-001,
-1.750712E-001,+4.374975E-001,
-1.750710E-001,+4.166641E-001,
-1.750708E-001,+4.166641E-001,
-1.750706E-001,+4.166641E-001,
-1.750704E-001,+4.374975E-001,
-1.750702E-001,+4.583308E-001,
-1.750700E-001,+4.166641E-001,
-1.750698E-001,+4.583308E-001,
-1.750696E-001,+4.583308E-001,
-1.750694E-001,+4.166641E-001,
-1.750692E-001,+4.374975E-001,
-1.750690E-001,+3.958308E-001,
-1.750688E-001,+3.958308E-001,
-1.750686E-001,+4.791641E-001,
-1.750684E-001,+4.791641E-001,
-1.750682E-001,+4.374975E-001,
-1.750680E-001,+4.374975E-001,
-1.750678E-001,+4.166641E-001,
-1.750676E-001,+4.374975E-001,
-1.750674E-001,+3.958308E-001,
-1.750672E-001,+4.166641E-001,
-1.750670E-001,+3.958308E-001,
-1.750668E-001,+4.166641E-001,
-1.750666E-001,+4.166641E-001,
-1.750664E-001,+4.374975E-001,
-1.750662E-001,+4.791641E-001,
-1.750660E-001,+4.374975E-001,
-1.750658E-001,+4.166641E-001,
-1.750656E-001,+4.374975E-001,
-1.750654E-001,+4.166641E-001,
-1.750652E-001,+4.166641E-001,
-1.750650E-001,+4.374975E-001,
-1.750648E-001,+4.166641E-001,
-1.750646E-001,+4.583308E-001,
-1.750644E-001,+4.166641E-001,
-1.750642E-001,+4.166641E-001,
-1.750640E-001,+4.374975E-001,
-1.750638E-001,+4.583308E-001,
-1.750636E-001,+4.583308E-001,
-1.750634E-001,+3.958308E-001,
-1.750632E-001,+3.541641E-001,
-1.750630E-001,+4.374975E-001,
-1.750628E-001,+4.374975E-001,
-1.750626E-001,+4.583308E-001,
-1.750624E-001,+4.374975E-001,
-1.750622E-001,+4.166641E-001,
-1.750620E-001,+4.583308E-001,
-1.750618E-001,+4.374975E-001,
-1.750616E-001,+4.791641E-001,
-1.750614E-001,+4.583308E-001,
-1.750612E-001,+4.374975E-001,
-1.750610E-001,+4.166641E-001,
-1.750608E-001,+4.374975E-001,
-1.750606E-001,+4.583308E-001,
-1.750604E-001,+4.166641E-001,
-1.750602E-001,+4.374975E-001,
-1.750600E-001,+4.374975E-001,
-1.750598E-001,+4.374975E-001,
-1.750596E-001,+4.166641E-001,
-1.750594E-001,+4.791641E-001,
